KEY_lang,English,Vietnamese,Russian,Spanish,French,Japanese,Korean,Thai,Arabic,Chinese,Portuguese,German,Italian,Indonesian,Turkish,
"hint_level_137","One of those squares can move! Give it a try","Một trong những ô vuông có thể di chuyển đó! Hãy thử xem","Один из этих квадратов может двигаться! Попробуй\n","¡Uno de esos cuadrados puede moverse! Darle una oportunidad\n","Un de ces carrés peut bouger! Essaie\n","それらの正方形の1つが移動できます！試してみる","그 사각형 중 하나가 움직일 수 있습니다! 시도 해봐\n","หนึ่งในสี่เหลี่ยมเหล่านั้นสามารถเคลื่อนที่ได้! ให้มันลอง\n","ﺎﻬﺑﺮﺟ !تﺎﻌﺑﺮﻤﻟا هﺬﻫ ﺪﺣأ كﺮﺤﺘﻳ نأ ﻦﻜﻤﻳ","这些方块之一可以移动！试试看\n","Um desses quadrados pode se mover! De uma chance\n","Eines dieser Quadrate kann sich bewegen! Versuche es\n","Uno di quei quadrati può muoversi! Provaci\n","Salah satu kotak itu bisa bergerak! Cobalah\n","Bu karelerden biri hareket edebilir! Bir şans ver\n",
"tips_level_137","You are a genius!!!\n","Bạn là thiên tài!!!","Ты гений!!!\n","Eres una genia !!!(feminine)\n","Tu es un génie!!!\n","あなたは天才です!!!\n","너는 천재 야!!!\n","คุณคืออัจฉริยะ!!!","!!!يﺮﻘﺒﻋ ﺖﻧا\n","你是个天才！！！\n","Você é um gênio!!!\n","Du bist ein Genie!!!\n","Sei un genio!!!\n","Kamu jenius !!!","Sen bir dahisin!!!",
"ques_level_138","What is the result?\n","Kết quả là gì?","Что в итоге?\n","Cual es el resultado?\n","Quel est le résultat?\n","結果は何ですか？\n","결과는 어떻습니까?\n","ผลลัพธ์คืออะไร\n","؟ﺔﺠﻴﺘﻨﻟا ﻲﻫ ﺎﻣ\n","结果是什么？\n","Qual é o resultado?\n","Was ist das Ergebnis?\n","Qual'è il risultato?\n","Apa hasilnya?\n","Sonuç nedir?",
"hint_level_138","Pay attention to the rotation of the sheep","Hãy để ý chiều xoay của chú cừu","Обратите внимание на вращение овец\n","Presta atención a la rotación de las ovejas.\n","Faites attention à la rotation des moutons\n","羊の回転に注意してください\n","양의 회전에주의하십시오\n","ให้ความสนใจกับการหมุนของแกะ","مﺎﻨﻏﻷا نارود ﯽﻟإ ﻪﺒﺘﻧا","注意羊的旋转\n","Preste atenção à rotação das ovelhas\n","Achten Sie auf die Rotation der Schafe\n","Presta attenzione alla rotazione delle pecore\n","Perhatikan rotasi domba\n","Koyunların dönmesine dikkat edin",
"tips_level_138","You are born smart right !!!!\n","Bạn thông minh bẩm sinh đúng không!!!!","Вы рождены умным право !!!!\n","Naciste inteligente, ¿verdad?\n","Vous êtes né intelligent à droite !!!!\n","あなたは賢く生まれました!!!!","당신은 똑똑하게 태어났습니다 !!!!\n","คุณเกิดมาถูกต้อง !!!!\n","!!!! ﻖﺣ ﺔﻴﻛذ تﺪﻟو ﺪﻘﻟ","你天生聪明吧！\n","Você nasceu inteligente né !!!!\n","Du bist schlau geboren, richtig !!!!\n","Sei nato intelligente vero !!!!\n","Anda dilahirkan pintar kan !!!!\n","Akıllı doğdun !!!!\n",
"ques_level_139","How to launch spacecraft","Làm sao để tên tàu vũ trụ được phóng?","Как запустить космический корабль\n","Cómo lanzar naves espaciales\n","Comment lancer un vaisseau spatial\n","宇宙船の打ち上げ方法\n","우주선을 발사하는 방법\n","วิธีการเปิดตัวยานอวกาศ","ﺔﻴﺋﺎﻀﻔﻟا ﺔﺒﻛﺮﻤﻟا قﻼﻃإ ﺔﻴﻔﻴﻛ\n","如何发射航天器\n","Como iniciar naves espaciais\n","Wie man ein Raumschiff startet\n","Come lanciare veicoli spaziali\n","Cara meluncurkan pesawat ruang angkasa\n","Uzay aracı nasıl başlatılır",
"hint_level_139","Clean up the surroundings to let the ship launch","Hãy dọn dẹp những thứ xung quanh để tàu được phóng","Очистите окрестности, чтобы позволить кораблю спуститься\n","Clean up the surroundings to let the ship launch","Nettoyer les environs pour laisser le bateau se lancer\n","船を発射させるために周囲をきれいにします\n","배가 발사되도록 주변 환경을 정리하십시오\n","ทำความสะอาดสภาพแวดล้อมเพื่อให้เรือแล่นได้\n","قﻼﻄﻧﻻﺎﺑ ﺔﻨﻴﻔﺴﻠﻟ حﺎﻤﺴﻠﻟ ﺔﻄﻴﺤﻤﻟا ﻖﻃﺎﻨﻤﻟا ﻒﻈﻧ\n","清理周围环境，让飞船下水\n","Limpe os arredores para permitir o lançamento do navio\n","Räumen Sie die Umgebung auf, damit das Schiff starten kann\n","Pulisci i dintorni per far decollare la nave\n","Bersihkan lingkungan untuk membiarkan peluncuran kapal\n","Geminin fırlatılmasına izin vermek için çevreyi temizleyin",
"tips_level_139","Discover the universe !!!!","Khám phá vũ trụ nào!!!!","Откройте для себя вселенную !!!!\n","Descubre el universo !!!!\n","Découvrez l'univers !!!!\n","宇宙を発見!!!!\n","우주를 발견하십시오 !!!!\n","ค้นพบจักรวาล !!!!\n","!!!! نﻮﻜﻟا ﻒﺸﺘﻛا\n","发现宇宙！\n","Descubra o universo !!!!\n","Entdecke das Universum !!!!\n","Scopri l'universo !!!!\n","Temukan alam semesta !!!!\n","Evreni keşfedin !!!!\n",
"ques_level_140","Help the flowers to be lush\n","Hãy giúp những bông hoa được tươi tốt","Помогите цветам быть пышными\n","Ayuda a las flores a ser exuberantes\n","Aidez les fleurs à être luxuriantes","花が緑豊かになるのを手伝ってください\n","꽃이 무성 해 지도록 도와주세요\n","ช่วยดอกไม้ให้เขียวชอุ่ม\n","ﺔﺒﺼﺧ نﻮﻜﺘﻟ رﺎﻫزﻷا ﺪﻋﺎﺳ\n","帮助花朵茂盛\n","Ajude as flores a serem exuberantes\n","Helfen Sie den Blumen, üppig zu sein\n","Aiuta i fiori ad essere rigogliosi\n","Bantu pria malang ini. Silahkan\n","Çiçeklerin gür olmasına yardımcı olun",
"hint_level_140","Look at the picture hanging on the wall is the image of beautiful weather. Bring that picture out of the window and zoom in","Hãy nhìn bức tranh treo trên tường là hình ảnh thời tiết nắng đẹp. Hãy mang bức tranh đó ra ngoài cửa sổ và phóng to lên","Посмотрите на картину, висящую на стене, это изображение прекрасной погоды. Вытащите эту картинку из окна и увеличьте масштаб\n","Mira la foto que cuelga en la pared es la imagen del buen tiempo. Saca esa foto de la ventana y haz zoom\n","Regardez l'image accrochée au mur est l'image du beau temps. Sortez cette image de la fenêtre et zoomez\n","壁に掛かっている写真を見ると、美しい天気のイメージです。その画像をウィンドウから取り出してズームインします\n","벽에 걸려있는 그림을 보면 아름다운 날씨의 이미지입니다. 그 사진을 창 밖으로 가져 와서 확대\n","ดูภาพที่แขวนอยู่บนผนังเป็นภาพของสภาพอากาศที่สวยงาม นำรูปภาพนั้นออกจากหน้าต่างแล้วซูมเข้า\n","ﺎﻫﺮﻴﺒﻜﺘﺑ ﻢﻗو ةﺬﻓﺎﻨﻟا ﻦﻣ ةرﻮﺼﻟا ﻚﻠﺗ جﺮﺧأ .ﻞﻴﻤﺠﻟا ﺲﻘﻄﻟا ةرﻮﺻ ﻲﻫ ﻂﺋﺎﺤﻟا ﯽﻠﻋ ﺔﻘﻠﻌﻤﻟا ةرﻮﺼﻟا ﯽﻠﻋ ةﺮﻈﻧ\n","看挂在墙上的图片是美丽天气的形象。将图片移出窗口并放大\n","Olhe para a imagem pendurada na parede é a imagem do tempo bonito. Traga a foto para fora da janela e aumente o zoom\n","Schauen Sie sich das Bild an der Wand an, das das Bild des schönen Wetters zeigt. Bringen Sie das Bild aus dem Fenster und zoomen Sie hinein\n","Guarda l'immagine appesa al muro è l'immagine del bel tempo. Porta quell'immagine fuori dalla finestra e ingrandisci\n","Lihatlah gambar yang tergantung di dinding adalah gambar cuaca yang indah. Bawa gambar itu keluar dari jendela dan perbesar\n","Duvarda asılı olan resme bak güzel hava görüntüsüdür. Bu resmi pencereden çıkarın ve yakınlaştırın\n",
"tips_level_140","Thank you very much !!!","Cảm ơn bạn rất nhiều!!!","Большое спасибо !!!\n","Muchas gracias !!!\n","Merci beaucoup !!!\n","どうもありがとうございました ！！！\n","대단히 감사합니다 !!!\n","ขอบคุณมาก !!!\n","!!! ﻼﻳﺰﺟ اﺮﻜﺷ\n","非常感谢你 ！！！\n","Muito obrigado !!!\n","Vielen Dank !!!\n","Grazie mille !!!\n","Terima kasih banyak !!!\n","Çok teşekkür ederim !!!",
"ques_level_141","How can all be warm\n","Làm sao để tất cả đều được ấm áp","Как все может быть тепло\n","Como todas pueden estar calientes","Comment tout peut être chaud\n","どうしてみんな暖かくなる\n","어떻게 따뜻하게 지낼 수 있습니까?\n","ทุกคนจะอบอุ่นได้อย่างไร\n","ﻦﻴﺌﻓاد ﻊﻴﻤﺠﻟا نﻮﻜﻳ نأ ﻦﻜﻤﻳ ﻒﻴﻛ\n","怎么会温暖\n","Como tudo pode ser quente\n","Wie kann alles warm sein\n","Come possono essere tutti caldi\n","versi terbaru tersedia. Silakan unduh dan mainkan!","Hepsi nasıl sıcak olabilir\n",
"hint_level_141","Bring the fire in the middle and zoom in","Hãy mang ngọn lửa vào giữa và phóng to lên","Подними огонь посередине и увеличь\n","Trae el fuego en el medio y haz zoom\n","Amenez le feu au milieu et zoomez\n","火を中央に持って行き、ズームインする\n","불을 가운데로 가져와 확대\n","นำไฟตรงกลางแล้วซูมเข้า\n","ﺮﻴﺒﻜﺘﻟﺎﺑ ﻢﻗو ﻒﺼﺘﻨﻤﻟا ﻲﻓ رﺎﻨﻟا ﺐﻠﺟا","中间带火放大\n","Traga o fogo ao meio e aumente o zoom\n","Bringen Sie das Feuer in die Mitte und zoomen Sie hinein\n","Porta il fuoco al centro e ingrandisci\n","Bawa api di tengah dan perbesar\n","Ateşi ortaya getirin ve yakınlaştırın",
"tips_level_141","You are so warm\n","Bạn thật ấm áp","Ты такой теплый\n","Eres tan cálida","Tu es si chaud\n","あなたはとても暖かいです","당신은 너무 따뜻합니다\n","คุณอบอุ่นมาก\n","اﺪﺟ ﺊﻓاد ﺖﻧأ\n","你好温暖\n","Você é tão quente\n","Du bist so warm\n","Sei così caldo\n","Kamu sangat hangat\n","Sen çok sıcaksın\n",
"ques_level_142","where is the escape for this prisoner?","Đâu là lối thoát cho tên tù nhân này","где спасение для этого заключенного?\n","¿Dónde está el escape para este prisionero?\n","où est l'évasion de ce prisonnier?\n","この囚人の逃げ場はどこですか？","이 죄수의 탈출구는 어디입니까?\n","ที่หลบหนีของนักโทษนี้อยู่ที่ไหน\n","؟ﻦﻴﺠﺴﻟا اﺬﻬﻟ بوﺮﻬﻟا ﻦﻳأ\n","这个囚犯的逃亡地点在哪里？\n","onde está a fuga desse prisioneiro?","Wo ist die Flucht für diesen Gefangenen?\n","dov'è la fuga per questo prigioniero?\n","di mana pelarian tahanan ini?\n","bu mahkumun kaçışı nerede?\n",
"hint_level_142","Repeatedly press the bomb to detonate it. Then the exit is the door that used to be the bomb","Hãy ấn liên tục vào quả bom để kích nổ nó. Sau đó cửa thoát chính là cửa đã từng có bom","Неоднократно нажмите бомбу, чтобы взорвать ее. Тогда выход - дверь, которая была бомбой\n","Presione repetidamente la bomba para detonarla. Entonces la salida es la puerta que solía ser la bomba\n","Appuyez plusieurs fois sur la bombe pour la faire exploser. Ensuite, la sortie est la porte qui était la bombe\n","爆弾を繰り返し押して爆発させます。出口は爆弾だったドアです\n","폭탄을 반복해서 눌러 폭발 시키십시오. 출구는 폭탄이었던 문입니다\n","กดระเบิดซ้ำ ๆ เพื่อระเบิด จากนั้นทางออกคือประตูที่เคยเป็นระเบิด\n","ﺔﻠﺒﻨﻘﻟا نﺎﻛ يﺬﻟا بﺎﺒﻟا ﻮﻫ جﺮﺨﻤﻟا ﻢﺛ .ﺎﻫﺮﻴﺠﻔﺘﻟ ﺔﻠﺒﻨﻘﻟا ﯽﻠﻋ راﺮﻤﺘﺳﺎﺑ ﻂﻐﺿا\n","反复按炸弹将其引爆。然后出口是曾经是炸弹的门\n","Pressione repetidamente a bomba para detoná-la. Então a saída é a porta que costumava ser a bomba\n","Drücken Sie wiederholt auf die Bombe, um sie zur Detonation zu bringen. Dann ist der Ausgang die Tür, die früher die Bombe war\n","Premi ripetutamente la bomba per farla esplodere. Quindi l'uscita è la porta che era la bomba\n","Tekan berulang kali bom untuk meledakkannya. Lalu pintu keluarnya adalah pintu yang dulunya adalah bom\n","Patlatmak için bombaya tekrar tekrar basın. O zaman çıkış bomba olan kapı",
"tips_level_142","You are so sly !!\n","Bạn thật ranh mãnh !!","Ты такой хитрый !!\n","Eres tan astuta !!","Tu es si sournois !!\n","あなたはとてもずるいです!!\n","당신은 너무 교활합니다!\n","เจ้าเล่ห์มาก !!\n","!! اﺪﺟ ﺚﻴﺒﺧ ﺖﻧأ\n","你真狡猾！\n","Você é tão astuto !!\n","Du bist so schlau !!\n","Sei così furbo !!\n","Kamu sangat licik !!","Çok kurnazsın !!",
"ques_level_143","Look for anomalies in the photo","Hãy tìm điểm bất thường trong bức ảnh","Ищите аномалии на фото\n","Busque anomalías en la foto.\n","Rechercher des anomalies sur la photo\n","写真の異常を探します\n","사진에서 이상을 찾으십시오\n","ค้นหาความผิดปกติในภาพ\n","ةرﻮﺼﻟا ﻲﻓ ذوﺬﺸﻟا ﻦﻋ ﺚﺤﺑا\n","在照片中查找异常\n","Procure anomalias na foto\n","Suchen Sie auf dem Foto nach Anomalien\n","Cerca anomalie nella foto","Cari anomali di foto\n","Fotoğrafta anormallikler arayın",
"hint_level_143","This door has no locks\n","Cái cửa này không có ổ khóa","Эта дверь не имеет замков\n","Esta puerta no tiene cerraduras\n","Cette porte n'a pas de serrure\n","このドアには鍵がありません\n","이 문에는 자물쇠가 없습니다\n","ประตูนี้ไม่มีล็อค\n","لﺎﻔﻗأ ﻪﻟ ﺲﻴﻟ بﺎﺒﻟا اﺬﻫ\n","这扇门没有锁\n","Esta porta não tem fechaduras\n","Diese Tür hat keine Schlösser\n","Questa porta non ha serrature\n","Pintu ini tidak memiliki kunci","Bu kapının kilidi yok\n",
"tips_level_143","What a silly design! Hahaaa\n","Một thiết kế thật ngớ ngẩn! Hahaaa","Какой глупый дизайн! Hahaaa\n","¡Qué diseño tan tonto! Jajaja\n","Quelle conception idiote! Hahaaa\n","なんて馬鹿げたデザインでしょう！ハハア\n","바보 같은 디자인! 하아\n","ช่างเป็นอะไรที่ไร้สาระ! Hahaaa\n","ﻪﻬﻬﻫ !ﻒﻴﺨﺳ ﻢﻴﻤﺼﺗ ﻦﻣ ﻪﻟ ﺎﻳ\n","多么愚蠢的设计！哈哈\n","Que design bobo! Hahaaa\n","Was für ein dummes Design! Hahaaa\n","Che disegno sciocco! hahaaa\n","Desain yang konyol! Hahaaa\n","Ne kadar aptalca bir tasarım! Hahaaa",
